state,R_s,C_s,n_occ,R_n,composition,intensity,total,residual,index,pct_composition
CA,0.002097528502625765,0.0013860089965923173,21,0.0014237993233399402,-3.7790326747622885e-05,0.0007115195060334479,0.000673729179285825,0.0,1.473191107933241,-5.609127214540695
WA,0.0017144870375509639,0.002285968350493823,13,0.0014237993233399402,0.0008621690271538827,-0.0005714813129428591,0.00029068771421102363,0.0,1.2041634024162409,296.5963076540601
VA,0.0015153431374518261,0.0019117500911675753,15,0.0014237993233399402,0.00048795076782763504,-0.00039640695371574914,9.15438141118859e-05,0.0,1.0642954471260337,533.0242928607454
NY,0.0014679944939782433,0.001305696830832727,20,0.0014237993233399402,-0.00011810249250721332,0.0001622976631455164,4.4195170638303095e-05,0.0,1.031040308780756,-267.22940719874987
TX,0.0007716864325102475,0.0013851479161079052,17,0.0014237993233399402,-3.865140723203499e-05,-0.0006134614835976577,-0.0006521128908296927,0.0,0.5419910094493021,-5.927103692561306
FL,0.0007054994466942748,0.001256174975595476,17,0.0014237993233399402,-0.0001676243477444642,-0.0005506755289012012,-0.0007182998766456654,0.0,0.49550483353181984,-23.336262916713913
