wave,State (k=51),Census region (k=4),Time zone (k=6),BEA region (k=8),Census division (k=9),Federal region (k=10),spread_pct_of_median
2025-08,0.3207047468964994,0.2428041948494255,0.20888493033646638,0.24880330143944052,0.2466656992707793,0.2545437079210441,18.510387832422293
2025-11,0.27581874097838255,0.20472382282275814,0.13254635399527415,0.1961917783308742,0.20911993963881081,0.21303074603431704,39.31364260852198
2026-02,0.21367360548543934,0.16394766883570466,0.12482979803616567,0.1557200406449991,0.1671430464776419,0.15309952032041285,27.17264153426426
2026-04,0.20830664588425385,0.16076683474675757,0.11711401361182394,0.1532480317972046,0.1596989550949951,0.14815642284763075,28.48507783297345
2026-05,0.2176817728328181,0.17004169497698474,0.1272105067586904,0.16406865976763507,0.17113440102147381,0.15948307282410767,26.771654211713166
