wave,observed,null_median,null_min,null_max,percentile,null_spread_pct_of_median
2025-08,0.2500247818722152,0.23465969583925822,0.12426560777444462,0.3642653953436913,80.93333333333334,102.27567487074832
2025-11,0.21092032452275167,0.19544188222068576,0.08883851634097972,0.34120753684832295,79.2,129.1273997363459
2026-02,0.16926246074397278,0.14695922309509074,0.07131187751038237,0.2890391971851969,95.33333333333334,148.1549201807721
2026-04,0.16147135770234122,0.14052109440268307,0.062068444025873304,0.2836183404581769,95.26666666666667,157.66308779052136
2026-05,0.17297918599277762,0.15100539002258356,0.06485393261230288,0.29252340778794605,95.26666666666667,150.76910509061574
